,SYNOPCode,y_pred_FSO_2,y_pred_RFL_2,FSO_pred_1,RFL_pred_1,y_FSO_test,y_RFL_test
72073,6,10.063610289956525,19.00160681552812,9.410298259250805,18.227863351545448,7.259335152,16.3595939
78886,6,13.791916517731893,23.09731826735507,13.88612027079178,22.609438978636348,16.31266612,23.90663017
74019,0,4.560101622072465,12.087948527419941,4.655795598312483,12.182961387272721,5.675507514,12.11333469
16231,6,7.106863132702902,10.407608736939626,6.85093864715058,10.720851727000005,6.412539528,11.03517428
31469,6,9.46947730793478,13.313382484120382,9.219760603207554,13.278663920818179,9.769989061,13.19022314
31685,6,8.5071465479058,18.92483139436488,8.511291577910615,18.758109337000004,8.446304142,19.20709152
70499,0,5.859968286949274,12.263260590680499,5.54138103867723,12.10692989590909,6.700484863,12.23609052
5840,8,8.553426865326088,6.561929466288485,7.640690321521634,6.73522606768182,7.931414648,6.131778279
46409,6,11.566163460427543,19.45909870548332,11.248311522594214,19.544770357545463,11.80627676,19.90528512
54469,0,9.265576109413042,11.876422392175744,9.492440693166047,11.765687993181814,10.83400203,11.92582545
73370,5,12.250585663543477,12.896557681336457,12.292851441987983,13.41622644954546,9.521541713,12.48369916
62982,6,6.167539651753624,13.075910837758338,5.680594218441616,13.05412497418182,8.619791212,12.85025468
35242,0,2.5709674058115928,12.725749294750448,2.6575054843217547,12.798505539090911,2.694458417,12.85172687
39967,6,2.568173033239131,12.349117686901046,2.497797540734545,13.12397991509091,2.266277357,11.17525716
81677,0,5.818079610601448,11.953768671052227,6.10213530325517,11.895087300545457,5.512171117,12.24794481
34965,6,10.672730240594205,13.098528256109379,10.68432342569364,13.324876483909081,9.886429365,13.45047914
20286,0,6.932605242282604,3.50633918127994,6.863874673276139,3.272677710127271,7.102492087,3.233853128
85673,0,15.653265329057966,11.589271268090538,15.3292100002378,11.353082516245452,14.14937154,10.65343305
73372,5,12.595494155079713,13.516286660416668,13.610947264451136,13.485081970636363,9.495385698,13.2123716
3247,6,16.224002816594187,32.448644520646866,14.256593050507552,35.93428450209091,11.5453823,39.01492481
48674,0,3.7474326898333357,12.915370936318748,3.566470964505177,12.559006927299999,3.676463918,12.97538276
4460,0,8.830936835442026,6.027198562017296,9.10067200610497,6.044830970845453,9.148898038,7.443414407
49163,8,2.2205490023381658,12.759204087719485,2.2340832948318012,12.651142640818177,2.267421974,12.56348744
62185,6,7.325183279057975,11.879360029253121,7.35179408413654,11.844878218090912,7.218620574,11.60106738
69146,0,5.180691852789859,12.057607115352088,4.9655163797696495,12.032520642545451,5.054919072,11.86274378
63262,0,7.254575007007245,11.659064561133635,7.166591468625919,11.778981801545454,7.267695867,11.92914042
58022,0,13.582658630521742,11.743440601568755,12.76427159374324,11.739308801545452,13.3540198,11.87067675
44880,6,5.530377285811591,15.796347070855209,5.539503952472258,15.844478736363635,5.57307988,15.81768878
7187,6,9.755211575652178,15.139298813018005,10.130910035639362,15.37418910862728,9.388340068,16.1402378
5576,6,11.54064650281884,11.779498714844257,14.131342286038805,9.719858798172739,18.75201468,8.140755909
10455,0,6.285738111572459,5.715627175776688,6.383640971004448,5.877931894709087,5.538863298,6.948514576
18813,0,6.331079779739123,5.415106420985373,6.800978010501951,5.425686469327272,6.339894719,5.932616125
34016,6,3.364270454594203,14.384830094839737,3.4043512312347826,14.330725774090904,3.535890335,14.54610341
62058,6,14.98367874059421,19.326392575817696,15.375590388694764,17.27368990654547,15.69351648,17.49391574
18004,5,10.243124173688408,7.8013655384004155,9.690902251753212,8.51891805497273,8.331803848,7.314911294
36439,6,2.3587508281521745,13.09569924462605,2.3648838674255406,12.98606026997272,2.351915783,13.05776514
83888,0,5.24932868015942,11.923967491520834,4.580855978661015,11.972870315272733,5.254397112,11.87137304
70176,0,2.008159545905796,12.161205943445985,2.078095736032608,12.203106861545448,2.117831617,11.96133828
21953,0,2.7259942559637698,11.372542211492704,3.1295562870405784,11.35487686500293,4.479374913,11.1260564
70151,0,2.4565436164565213,12.444179407658336,2.7483970293253277,12.404467023025981,2.565445763,12.78334375
13737,6,7.6875589174420265,13.021537598744942,7.18447876697381,12.893012705145452,4.834201589,14.26992391
70697,0,5.46300554176087,12.395506897683937,5.823907412893892,12.129802964818184,7.702479757,12.34390269
47099,6,6.8972794111014535,12.86549509529271,6.810144128004554,12.752326897363627,7.242712384,12.57166884
31659,6,7.5904964273115985,18.56872736702794,7.634942393309202,18.549773370454542,7.516574872,18.37057832
24728,0,2.6805427723550745,11.463647712975597,2.7286202877208368,11.498914721017751,2.420151049,11.67740632
76900,0,8.36186156574637,12.012988334010414,7.53816128085577,12.114889187090913,7.241213085,11.93250255
63880,0,3.386879039760868,12.155491998244415,3.632450601877068,12.007660638909096,3.267415236,11.84751884
5934,6,6.887147326072465,6.839503823044895,7.0557190125822045,6.9903511226090895,7.232294072,6.813806114
78922,6,12.517265315398546,20.05855664087084,12.535150641046933,20.05298455263635,12.44951635,20.22917067
9969,0,7.1767492871014475,5.954553436308287,6.731496034015617,5.916111710027276,6.561474432,5.978830662
52995,0,4.183317245746375,12.597846660973959,3.696908608836853,12.928353887090916,2.548163207,13.17671963
32617,0,2.246903526227055,12.333046006583858,2.166564887871433,12.524023559372727,2.173244924,12.293526
12689,0,7.116876822500007,4.942311089837243,6.685571377423087,4.870036886100003,7.526785901,4.422750141
89083,0,7.816358062659418,10.321854969346546,7.874943604457782,10.392617572390913,8.730656018,10.269753
90096,0,9.524817121268116,10.749314497647322,9.498620860094851,11.037537678245451,9.220161302,10.67722244
49552,6,4.199868191507248,14.921381395415924,4.233376523148035,15.201249363181814,4.097844433,14.7400519
7436,6,7.83149101824638,9.941426525820514,7.314453857322673,9.864885540699998,7.078435773,8.417795414
32137,6,4.732210131021742,14.987693350422173,4.693937163586439,15.05012322654547,4.583710035,14.84495636
16813,8,8.621340987695659,8.722893266032264,9.162611877071326,8.31920739166364,8.119476468,8.589675585
84161,0,4.233111059471013,11.563622494707733,4.188468767712493,11.463618073181822,4.42856243,11.27870648
17172,0,7.063137452449279,7.190106034136251,7.007211070017718,7.376800986809087,7.417764099,6.529292694
14351,5,9.84148646755073,9.603030029742445,10.390736018707175,9.910368004218185,9.907844011,10.62302087
44562,0,3.5163989217536207,11.789009358451331,3.5673740358164,11.824885813454546,3.798840732,11.83471304
881,0,8.563549292130437,5.589447620156248,8.17419073054264,6.353586685854543,7.270067031,4.982696591
89588,0,9.684274272637687,11.589019913190622,9.605735885684789,11.849454794818183,10.28424725,12.53731441
37265,0,3.2745136548333353,12.431785952807285,3.475912926340164,12.5226398321,3.405849185,12.94983488
53812,6,3.8925772217681165,12.69748033976458,3.9315590751079883,12.679515954090919,4.125526218,12.60620111
82087,6,2.556243851888133,12.50801577097545,2.5303977563976376,12.567253706818184,2.718092174,12.87811351
9063,0,6.447293926934779,7.055503542348708,6.509125299308435,6.6156667140727325,6.434294397,7.372998951
81088,0,5.096632192123189,11.785566686884374,5.504831926870616,11.734418541006107,5.916823152,11.86669462
45220,5,5.594216878326085,13.120687260859237,5.817346058959936,12.89822670436363,6.160109875,13.03061839
89965,0,9.892578141231887,11.242570928608178,9.766697906749174,11.341514643727272,9.821850265,11.05291578
31813,6,7.251489557746379,12.74756945975938,7.185615531572079,12.69738598381818,7.048033609,12.69413018
5644,6,8.266359426840578,9.834128601328917,8.177771753884665,10.303503325509082,8.347751755,10.07995984
52156,0,2.3097563585362315,12.77488874526243,2.2806858601732913,12.892708217636365,2.140472031,12.92222356
75170,0,12.78179023894928,11.520053151687655,14.736509757371635,11.363858650000001,19.47586061,11.46754848
78372,0,9.174786624115931,12.634402782130724,9.690750517588196,12.419132770909085,9.127349803,11.98754975
29238,0,2.368927744036231,11.832503811614657,2.447364772106669,11.808630598303033,2.410493857,11.86588476
35632,0,2.3467493161884057,13.531622095855804,2.4610428444826087,13.937899239090909,2.31230584,13.91965441
22789,0,5.142413187246376,11.205702893284379,4.188954097962321,11.309399717507919,3.267357055,10.90758983
3877,0,16.615073646760873,7.706211656807919,15.180187764839578,8.573598263099997,18.8507694,6.375232913
44332,5,2.7808128014855082,13.41166374213438,2.7717520593872673,13.32753253972727,2.77883313,13.70244401
60453,6,6.576624932673913,12.957157128653128,6.735226792622773,13.163647474818191,6.470981783,12.89139884
65152,0,2.1838135162427523,12.102166516499995,2.0971045125666654,12.122045002090914,1.965125195,11.90298995
46811,6,9.62909567910869,13.205060401478116,9.543815287852777,13.25834047545454,9.532633533,13.12897631
3766,5,12.065407382637689,7.361586120934923,13.454635263516469,7.499034398036369,9.8680443,9.548922732
31517,6,10.134076312442021,13.205052818608332,9.861302030262635,13.343326986363634,9.3264523,12.98164139
58361,6,6.930258838442031,11.921068635541662,6.987375643112838,11.926673955363642,8.960841665,12.00853241
60321,5,14.305939005289861,16.90279042975728,15.682272636436847,16.260514339909108,13.62014372,15.7124957
88772,0,8.001411703217396,11.007696608180504,7.930064116362002,11.128350960272728,8.196555978,10.8732894
21745,0,6.837068979869562,6.331350783955939,7.074328490076894,6.439517908009092,7.192042248,8.047717219
34295,6,4.5043901485942,15.455866587176336,4.114979516314415,15.20001782372726,4.837155947,15.0529127
20921,0,10.16791592400001,3.920852694295833,10.060068626540334,4.341742759272731,9.060955283,3.665125523
19900,5,7.632569900949275,6.155794736541945,7.52200685642271,5.8558983871636325,7.984272562,5.451764587
72109,5,8.203563413731889,14.715876949852234,8.745058381069624,14.101341458272726,7.745236156,14.39625401
16167,6,9.947665141876808,14.763292038245481,9.985879224449437,14.758607192727268,9.422938932,15.33393234
20762,6,7.437307236115936,5.816608752414791,7.493432398579192,5.406606421709091,7.403176857,5.911095277
85592,0,14.261741325217388,11.6654578164372,13.768692156413033,12.14798972308182,15.35965461,12.99533132
90704,0,7.400094109594209,10.481631145994685,7.617200049684582,10.1827882219091,7.077082871,10.62087785
5393,6,10.281777129760867,10.772181837607715,10.858839967650928,10.223366823299997,10.64044437,10.57773422
13805,0,6.398789942442032,11.564366502959382,6.190934120067719,10.748572328081817,6.420853151,13.27823127
81445,0,4.349776308978261,11.941061609483333,4.572283968279192,11.930163460090915,3.794044763,11.79139042
33975,6,5.544793107695656,16.18448191263154,5.44882365538953,16.862416568181814,5.140480877,15.94661518
25851,0,3.018565960442029,12.246506476219789,3.0569759564027637,12.230385489500003,3.058426806,11.95786763
37231,0,2.182297527833334,12.471460257392858,2.1519363737077355,12.700196361272726,2.006948211,12.77710333
9417,0,5.888338143679712,6.715299573316976,5.993974538832993,6.500464221154542,5.563744759,6.608910705
79453,0,8.200355645528983,11.981476391650444,7.79742936467891,12.135244913272725,7.613044024,12.49428716
54374,0,7.407142548057976,11.871130407190178,7.828047850635568,11.814160211229435,7.431769278,11.89813021
10441,0,8.029721427956526,5.055160602607281,7.783035152714379,5.098798725945453,6.851125986,4.861357727
74224,8,7.80246553979709,13.427879762430582,6.300025606307005,13.042688334363634,8.455489511,13.29944817
53745,6,3.393009154449274,12.30057179695208,3.401057984832638,12.362150282727274,3.284355143,12.58513451
34618,6,3.805172923260868,14.59214059633437,3.767833662299618,14.430888927272727,3.58483051,14.74629136
35773,5,3.1932800701159425,14.066402778089586,3.056292449711225,14.141943104454548,3.044006771,14.38942428
36426,0,3.623171253,12.806199122194803,3.3895035303327403,12.759258944463639,3.669270712,12.87667312
15269,8,10.908328327804348,11.275763079176187,10.717437020924702,11.428852205027274,9.710603657,14.72609705
45931,0,2.4896652725,12.365046707271867,2.614407668658193,12.348265941545455,2.660467898,12.28085952
19489,6,10.985831269420283,7.647117391687457,10.255049207526927,7.568691380145451,11.5558087,8.064525093
81444,0,5.026514544413044,11.956897598672622,4.826128289704245,12.043239714727275,3.843643792,11.82413874
34786,0,2.1822997758985516,12.566015113105205,2.142384307149132,12.672510865181817,2.036669332,12.61389181
55641,0,5.296328871079704,11.943781462125825,6.003095640210479,11.989289853984852,4.764392147,11.6204543
22869,0,3.0610999640869583,11.225351784165031,2.9972240206638405,11.105718331181812,3.020449041,10.8378027
19938,6,8.439067296811594,7.294544384947711,8.597056305838203,7.317042552081813,8.301192098,6.961986333
37314,0,5.1444397148188425,11.54592943942813,6.084348182183273,11.547428103527274,10.0796146,11.54631393
76302,6,4.659476530420286,13.841776142484367,4.635347490931372,13.924762113090903,4.143331558,13.9945421
16743,0,7.060984177181161,8.286519815855016,7.071165865359111,8.573794229945452,9.176016876,8.826280991
53391,5,5.716030765347824,12.206002627514575,4.317770176083733,12.134722933272734,4.1049888,12.27980768
86137,0,12.19637029253623,12.579603075576044,12.444795682554718,12.483072125927277,10.90729747,11.52288135
57903,0,7.874834507231884,11.424028225521134,7.341222744080002,11.526259356818183,7.334001284,11.10893291
69993,6,5.178704639920289,15.787483788411453,5.129435281436126,14.771452698636368,4.830415568,15.84584751
38903,0,3.4365960468333325,11.519722169217705,3.7296969095501784,11.494579318090915,2.967897368,11.42632968
79583,8,9.37586349296377,12.12894472278542,9.909775115765058,11.932408529545453,8.582703583,11.96574767
22794,0,5.768768161492757,11.246682517514582,4.452936005711058,11.33024323210606,3.936181337,11.58099364
7417,6,8.080637988326085,10.165786989075006,7.661009398308689,10.093029037163634,7.193002585,10.16282429
52703,0,3.866474389652172,12.116314943937123,4.189562341067004,12.044500957454549,3.243334729,12.04552248
66644,6,14.14466472347826,22.406795408114583,14.118570132824019,22.809999588181814,13.52070651,20.56711697
13770,6,5.680864473413044,10.84678875544094,6.416979595065174,10.3463824093,5.188813554,10.65538392
49918,6,3.670151071572462,14.398321030423961,3.532988820909614,14.106330526636368,3.76359761,14.45766392
4896,0,9.30809260072464,6.183555293115832,9.863978261548661,6.021741660318183,11.34436541,6.660613926
63463,0,5.394241109876807,12.190549130984374,5.58650722047588,12.18443524467533,5.922194616,12.46286948
29272,0,3.0578077429927517,11.786227018922911,3.041387564150314,11.674172550484837,3.104868768,11.82845928
9715,0,6.553204315304346,9.988641944962122,6.698043299637391,11.50997679103637,6.845693993,9.837974096
81884,6,12.450103478782607,22.448265980642716,12.812707613500596,22.320073648909077,12.64637503,22.04195894
44246,6,3.1059208738695654,12.349342586587047,3.082716902628321,12.914628158818173,3.151686098,13.64441578
83877,0,7.829412274695653,12.128845810321732,7.78991818081035,12.148094970545458,8.724303172,12.29909027
55887,0,5.936662136739133,12.540655971917662,6.122593786569151,12.647820469909096,5.260794423,13.5551662
80068,6,17.918106956956514,12.912851360685124,19.215244383033117,12.881917052909094,21.84562975,12.40802597
20782,0,8.377786561028985,4.011029221417457,8.337821664791084,3.958444004581819,9.966840588,3.854276997
44099,5,4.990324354239132,14.006117847833035,5.249147009437516,13.659614151999994,5.331857903,13.88676789
40125,0,3.114603059586956,11.40455271612813,3.333646344891859,11.413397392181825,3.251679855,10.72497987
51348,6,3.2907083975217404,13.604441735593753,3.437644306086395,13.692713689272734,3.449269631,13.7673031
11357,0,7.138949819195654,5.300804660393281,7.227629302032603,5.535870900763635,6.88011463,5.417115281
44358,5,2.6072865787608714,11.987376101492703,2.6326663373540367,12.075862278272732,2.584662817,12.34816356
87414,0,8.667371640942031,11.025348746219054,8.921845694891378,10.992836379454543,9.221572691,10.92582099
13048,0,8.306355715550728,3.7095644465433324,8.16565321605756,3.7623518821636384,9.131669489,3.228274435
35470,6,5.1551204600797105,15.939194206377104,5.115796765256214,15.961229058272727,4.891456875,16.37563945
56109,0,1.85162873368116,12.414497313194271,2.095663696540642,12.518732717090913,1.771900847,12.52510344
37055,0,3.3551478726449253,13.056960209332292,3.119915429374948,13.070558979436363,3.128155104,12.96166674
76942,0,6.661657427768115,11.89868225443854,6.531833370301243,11.804408150454538,6.031266449,11.92497469
16675,0,6.440055595794212,8.969608490630728,6.525907112369017,8.213961010918172,6.453486374,8.642256389
46427,6,12.172707807282615,13.503202760962202,12.034466754223759,13.387545875636361,11.93676352,13.45043065
29734,0,2.6287198337318842,11.877426758070836,2.5599434825638863,11.873697613949494,2.704097898,11.93575638
61645,0,5.728466571654591,11.592143330760422,5.597182104601293,11.715025080889493,5.119036971,11.35432108
15448,6,16.94656575033333,19.901632894243146,16.067562084372398,15.794563255454557,18.39732408,19.37911821
872,0,9.90916500019565,6.47878909168229,8.803273193956933,6.211214900527275,7.572711853,7.073283512
40040,0,3.306257896107246,11.230220022485264,3.211990586577793,11.187865922454549,3.313299181,11.341804
86530,0,8.169819438981879,10.409076740385862,7.883279539530253,10.409101575800001,7.642259175,10.64244559
31604,6,8.106306700449284,19.047399968233258,8.027817064408952,19.836732538363623,7.826256359,19.64822656
34919,6,3.613624165405797,15.005012756601044,3.285290010501451,14.00080011445455,3.727729326,14.27630141
42590,4,4.960853802594194,12.96191007622709,4.7777632509268475,12.95139555781819,4.478855373,13.21608384
87600,0,7.827282296677535,10.76017233205209,7.720110884723052,10.73591628745455,8.160207024,10.76470453
27336,0,2.6851530054130444,11.608979495031248,2.7257227553922645,11.484097961275662,2.881355891,11.81408703
52820,0,4.611237932717394,12.76918803055521,4.057034381170232,12.589677950363638,4.421508549,11.98802712
29694,5,2.687545415615941,12.32058801957947,2.8378639283931686,12.605430134363639,2.582815813,13.1542781
16891,6,8.787149848731882,8.982439855015507,8.34953495441723,8.11414618336364,7.88485943,8.549443718
66573,6,14.34911951289131,22.41901736762321,13.722898209649067,22.31906043863636,14.49191416,21.42765153
84640,0,5.595351426579704,12.386564356124103,4.533478043579753,12.206122249181815,6.64502052,11.85887337
37838,0,2.464813291920289,11.424562474499108,2.581832428053815,11.337560555379332,2.47199245,11.44992709
88240,0,8.372423033420294,10.435219698937223,8.468496959685718,10.78471927918182,8.072457539,11.10185052
